text,label
Life is beautiful and I'm enjoying every moment. #102199,joy
I’m shocked and amazed! #114250,surprise
This is the best day of my life. #435619,joy
This is absolutely infuriating! #302623,anger
How could they do this to me? #640561,anger
This is so gross I can't handle it. #35479,disgust
Nothing seems to matter anymore. #359957,sadness
That was utterly revolting. #835298,disgust
Life is beautiful and I'm enjoying every moment. #545141,joy
That totally caught me off guard. #149234,surprise
I'm terrified of what might happen. #835133,fear
I feel empty inside. #402634,sadness
This makes my blood boil. #266696,anger
What a pleasant surprise! #54101,surprise
I miss the good times we had. #786975,sadness
My heart aches with sorrow. #652980,sadness
I'm so scared right now. #258883,fear
It's incredibly disturbing. #987279,disgust
I'm so thrilled about the news. #907762,joy
It's incredibly disturbing. #19970,disgust
This is so gross I can't handle it. #74715,disgust
This makes my blood boil. #610784,anger
I feel empty inside. #526562,sadness
My heart aches with sorrow. #94003,sadness
I can't believe this happened! #184608,anger
Nothing seems to matter anymore. #741708,sadness
Every little sound makes me jump. #411716,fear
I'm so scared right now. #388713,fear
This is absolutely infuriating! #879457,anger
What a pleasant surprise! #903107,surprise
I feel empty inside. #289266,sadness
I miss the good times we had. #582167,sadness
I miss the good times we had. #785699,sadness
Life is beautiful and I'm enjoying every moment. #764383,joy
I miss the good times we had. #536580,sadness
I'm so thrilled about the news. #901845,joy
I'm so furious about the situation. #524180,anger
What a pleasant surprise! #619098,surprise
I miss the good times we had. #860392,sadness
Nothing seems to matter anymore. #323929,sadness
This is so gross I can't handle it. #475800,disgust
This is the best day of my life. #372588,joy
Tears keep falling from my eyes. #705981,sadness
Tears keep falling from my eyes. #90583,sadness
Tears keep falling from my eyes. #346586,sadness
I feel empty inside. #841561,sadness
I’m shocked and amazed! #911681,surprise
This gives me chills down my spine. #748144,fear
I feel sick just thinking about it. #737929,disgust
This makes my blood boil. #217021,anger
Every little sound makes me jump. #117534,fear
I'm terrified of what might happen. #118759,fear
Every little sound makes me jump. #84008,fear
Nothing seems to matter anymore. #679618,sadness
It's incredibly disturbing. #623779,disgust
I'm disgusted by what I saw. #13285,disgust
I can't believe this happened! #546146,anger
I feel empty inside. #107067,sadness
My heart aches with sorrow. #651322,sadness
I'm so thrilled about the news. #510521,joy
I'm so furious about the situation. #334381,anger
It's incredibly disturbing. #512326,disgust
Every little sound makes me jump. #521434,fear
"Unbelievable, but true! #241608",surprise
It's incredibly disturbing. #821320,disgust
I'm bursting with happiness! #174939,joy
That totally caught me off guard. #874271,surprise
Life is beautiful and I'm enjoying every moment. #709193,joy
I'm so scared right now. #781123,fear
Tears keep falling from my eyes. #115765,sadness
This is the best day of my life. #442619,joy
How could they do this to me? #641812,anger
This is so gross I can't handle it. #22122,disgust
I can't believe this happened! #982763,anger
This is the best day of my life. #750191,joy
This is absolutely infuriating! #75425,anger
I feel sick just thinking about it. #760564,disgust
Life is beautiful and I'm enjoying every moment. #65796,joy
My heart aches with sorrow. #666321,sadness
I'm so scared right now. #376253,fear
I did not see that coming! #226925,surprise
I feel empty inside. #779305,sadness
I can't stop smiling. #874700,joy
I'm so furious about the situation. #379432,anger
I'm so scared right now. #837210,fear
"Unbelievable, but true! #627979",surprise
My heart aches with sorrow. #832012,sadness
I can't stop smiling. #420591,joy
I feel sick just thinking about it. #915019,disgust
Every little sound makes me jump. #638562,fear
What a pleasant surprise! #234971,surprise
I can't sleep because of the fear. #836794,fear
It's incredibly disturbing. #343292,disgust
Nothing seems to matter anymore. #490695,sadness
I miss the good times we had. #110834,sadness
I can't stop smiling. #205606,joy
I'm so furious about the situation. #428429,anger
This gives me chills down my spine. #899547,fear
Tears keep falling from my eyes. #978380,sadness
I'm bursting with happiness! #805335,joy
How could they do this to me? #415061,anger
Life is beautiful and I'm enjoying every moment. #604276,joy
It's incredibly disturbing. #224243,disgust
I can't sleep because of the fear. #616025,fear
Nothing seems to matter anymore. #637524,sadness
I did not see that coming! #72810,surprise
I can't stop smiling. #55314,joy
I'm disgusted by what I saw. #979466,disgust
Life is beautiful and I'm enjoying every moment. #785879,joy
Every little sound makes me jump. #844466,fear
This is the best day of my life. #142552,joy
This is absolutely infuriating! #785218,anger
I’m shocked and amazed! #415400,surprise
I can't stop smiling. #941663,joy
I'm so scared right now. #2911,fear
I'm terrified of what might happen. #191615,fear
Every little sound makes me jump. #981783,fear
What a pleasant surprise! #245395,surprise
That totally caught me off guard. #351977,surprise
This is the best day of my life. #696559,joy
I can't sleep because of the fear. #94531,fear
I feel sick just thinking about it. #220891,disgust
I did not see that coming! #220053,surprise
That was utterly revolting. #913699,disgust
This gives me chills down my spine. #804748,fear
I feel empty inside. #179605,sadness
What a pleasant surprise! #557616,surprise
I'm so furious about the situation. #858461,anger
Nothing seems to matter anymore. #679439,sadness
What a pleasant surprise! #132355,surprise
Every little sound makes me jump. #512058,fear
I'm bursting with happiness! #355885,joy
This is absolutely infuriating! #669031,anger
I’m shocked and amazed! #994484,surprise
Tears keep falling from my eyes. #822062,sadness
It's incredibly disturbing. #680257,disgust
What a pleasant surprise! #215606,surprise
"Unbelievable, but true! #689095",surprise
I'm so thrilled about the news. #766719,joy
Nothing seems to matter anymore. #831102,sadness
That totally caught me off guard. #630515,surprise
I'm so thrilled about the news. #454297,joy
I miss the good times we had. #489045,sadness
Life is beautiful and I'm enjoying every moment. #57340,joy
I'm so scared right now. #440386,fear
"Unbelievable, but true! #988878",surprise
I did not see that coming! #171239,surprise
I'm disgusted by what I saw. #740822,disgust
Life is beautiful and I'm enjoying every moment. #134283,joy
This is so gross I can't handle it. #859797,disgust
I’m shocked and amazed! #528346,surprise
I'm so furious about the situation. #654613,anger
I can't believe this happened! #627411,anger
This is absolutely infuriating! #275157,anger
Life is beautiful and I'm enjoying every moment. #875324,joy
Nothing seems to matter anymore. #46130,sadness
I feel empty inside. #300105,sadness
That was utterly revolting. #941550,disgust
My heart aches with sorrow. #607638,sadness
"Unbelievable, but true! #564451",surprise
I'm disgusted by what I saw. #927184,disgust
I can't stop smiling. #898765,joy
What a pleasant surprise! #214774,surprise
This is absolutely infuriating! #345102,anger
Tears keep falling from my eyes. #629710,sadness
What a pleasant surprise! #168815,surprise
What a pleasant surprise! #847614,surprise
This is so gross I can't handle it. #895992,disgust
This is absolutely infuriating! #809782,anger
I did not see that coming! #710528,surprise
Nothing seems to matter anymore. #797075,sadness
I'm so thrilled about the news. #715165,joy
I did not see that coming! #802104,surprise
This makes my blood boil. #523095,anger
I feel sick just thinking about it. #826540,disgust
Tears keep falling from my eyes. #286362,sadness
I'm disgusted by what I saw. #97704,disgust
This is the best day of my life. #255529,joy
I can't stop smiling. #219364,joy
I'm disgusted by what I saw. #507096,disgust
This makes my blood boil. #80158,anger
What a pleasant surprise! #862524,surprise
I can't believe this happened! #446398,anger
I can't sleep because of the fear. #564303,fear
Tears keep falling from my eyes. #116342,sadness
I'm terrified of what might happen. #960479,fear
This makes my blood boil. #968091,anger
Nothing seems to matter anymore. #655665,sadness
It's incredibly disturbing. #245957,disgust
This is absolutely infuriating! #951065,anger
I feel sick just thinking about it. #622263,disgust
This is the best day of my life. #500823,joy
I miss the good times we had. #811549,sadness
This gives me chills down my spine. #169796,fear
"Unbelievable, but true! #715962",surprise
I feel sick just thinking about it. #765040,disgust
I can't sleep because of the fear. #432244,fear
That was utterly revolting. #78706,disgust
I'm so furious about the situation. #129219,anger
This gives me chills down my spine. #663224,fear
I'm so scared right now. #53014,fear
I'm so furious about the situation. #847494,anger
I'm so furious about the situation. #584682,anger
I can't sleep because of the fear. #321172,fear
That totally caught me off guard. #784886,surprise
What a pleasant surprise! #142742,surprise
I'm so scared right now. #842346,fear
I miss the good times we had. #194585,sadness
I did not see that coming! #733361,surprise
Tears keep falling from my eyes. #683213,sadness
I'm so thrilled about the news. #711577,joy
I'm terrified of what might happen. #377497,fear
I feel empty inside. #156038,sadness
"Unbelievable, but true! #853475",surprise
What a pleasant surprise! #900882,surprise
I'm so scared right now. #217210,fear
That was utterly revolting. #651817,disgust
I can't stop smiling. #261782,joy
Nothing seems to matter anymore. #423325,sadness
I'm bursting with happiness! #492224,joy
This is so gross I can't handle it. #422719,disgust
My heart aches with sorrow. #311949,sadness
I'm so scared right now. #672811,fear
"Unbelievable, but true! #609744",surprise
